"Date","Price","Open","High","Low","Vol.","Change %"
"02/01/1987","1.1305","1.1305","1.1524","1.1034","","0.49%"
"03/01/1987","1.1474","1.1474","1.1539","1.1117","","1.49%"
"04/01/1987","1.1586","1.1586","1.1696","1.1285","","0.98%"
"05/01/1987","1.1401","1.1401","1.1750","1.1340","","-1.60%"
"06/01/1987","1.1342","1.1342","1.1624","1.1218","","-0.52%"
"07/01/1987","1.1153","1.1153","1.1395","1.1118","","-1.67%"
"08/01/1987","1.1385","1.1385","1.1489","1.0902","","2.08%"
"09/01/1987","1.1259","1.1259","1.1584","1.1241","","-1.11%"
"10/01/1987","1.1912","1.1912","1.1995","1.1227","","5.80%"
"11/01/1987","1.2576","1.2576","1.2625","1.1935","","5.57%"
"12/01/1987","1.3113","1.3113","1.3122","1.2294","","4.27%"
"01/01/1988","1.2278","1.2278","1.3113","1.2178","","-6.37%"
"02/01/1988","1.2228","1.2228","1.2313","1.1960","","-0.41%"
"03/01/1988","1.2515","1.2515","1.2540","1.2169","","2.35%"
"04/01/1988","1.2368","1.2368","1.2586","1.2219","","-1.17%"
"05/01/1988","1.2020","1.2020","1.2401","1.1996","","-2.81%"
"06/01/1988","1.1429","1.1429","1.2127","1.1336","","-4.92%"
"07/01/1988","1.1091","1.1091","1.1459","1.0971","","-2.96%"
"08/01/1988","1.1053","1.1053","1.1214","1.0827","","-0.34%"
"09/01/1988","1.1093","1.1093","1.1259","1.0955","","0.36%"
"10/01/1988","1.1596","1.1596","1.1732","1.1089","","4.53%"
"11/01/1988","1.2002","1.2002","1.2117","1.1497","","3.50%"
"12/01/1988","1.1734","1.1734","1.2084","1.1553","","-2.23%"
"01/01/1989","1.1128","1.1128","1.1825","1.1112","","-5.16%"
"02/01/1989","1.1386","1.1386","1.1463","1.1039","","2.32%"
"03/01/1989","1.0976","1.0976","1.1387","1.0937","","-3.60%"
"04/01/1989","1.1053","1.1053","1.1268","1.0941","","0.70%"
"05/01/1989","1.0469","1.0469","1.1059","1.0279","","-5.28%"
"06/01/1989","1.0588","1.0588","1.0704","1.0114","","1.14%"
"07/01/1989","1.1133","1.1133","1.1156","1.0561","","5.15%"
"08/01/1989","1.0569","1.0569","1.1219","1.0515","","-5.07%"
"09/01/1989","1.1012","1.1012","1.1067","1.0359","","4.19%"
"10/01/1989","1.1139","1.1139","1.1221","1.0685","","1.15%"
